version,section,function,length,matching
us.v10,.BGS,func_8038B9F0,336,yes
us.v10,.BGS,func_80386E70,64,yes
us.v10,.BGS,BGS_func_803863F0,372,yes
us.v10,.BGS,chyumblie_set_state,708,yes
us.v10,.BGS,BGS_func_80386E30,64,yes
us.v10,.BGS,BGS_func_803885DC,48,yes
us.v10,.BGS,chpinkegg_draw,108,yes
us.v10,.BGS,chflibbit_update,2344,yes
us.v10,.BGS,func_8038D9D0,972,yes
us.v10,.BGS,BGS_func_8038FB84,116,yes
us.v10,.BGS,func_8038F51C,84,yes
us.v10,.BGS,func_80389EAC,92,yes
version,section,function,length,matching
us.v10,.FP,func_8038D294,144,yes
us.v10,.FP,func_8038C844,172,yes
us.v10,.FP,func_8038AA60,224,yes
us.v10,.FP,func_8038D3D8,68,yes
us.v10,.FP,FP_func_80388CA0,208,yes
us.v10,.FP,func_8038DF34,268,yes
us.v10,.FP,func_80390334,84,yes
us.v10,.FP,func_8038F3F4,40,yes
us.v10,.FP,func_803867BC,248,yes
us.v10,.FP,func_80388740,420,yes
us.v10,.FP,func_8038ADE4,48,yes
us.v10,.FP,func_8038FF54,824,yes
us.v10,.FP,func_80391994,92,yes
us.v10,.FP,func_8038F0F0,84,yes
us.v10,.FP,func_80391180,212,yes
us.v10,.FP,func_80388D70,376,yes
us.v10,.FP,func_8038DD34,56,yes
us.v10,.FP,func_803918C0,156,yes
us.v10,.FP,func_8038A1A0,72,yes
us.v10,.FP,func_8038D6C8,1612,yes
us.v10,.FP,func_8038F560,56,yes
us.v10,.FP,func_8038D0A8,200,yes
us.v10,.FP,func_80390944,236,yes
us.v10,.FP,func_8038F210,100,yes
us.v10,.FP,func_803875E0,196,yes
us.v10,.FP,func_80386CB8,64,yes
us.v10,.FP,func_8038E094,1672,yes
us.v10,.FP,func_8038B1D0,152,yes
us.v10,.FP,func_80391744,200,yes
us.v10,.FP,func_80388C88,24,yes
us.v10,.FP,func_80390388,552,yes
us.v10,.FP,FP_func_80388F4C,8,yes
us.v10,.FP,func_80386B80,108,yes
us.v10,.FP,func_8038EC5C,124,yes
us.v10,.FP,func_8038D324,140,yes
us.v10,.FP,func_8038DDC8,64,yes
us.v10,.FP,func_8038B7A4,260,yes
us.v10,.FP,FP_func_80386BEC,204,yes
us.v10,.FP,func_8038B074,68,yes
us.v10,.FP,func_8038A09C,72,yes
us.v10,.FP,chXmasTree_update,1216,yes
us.v10,.FP,func_8038F41C,56,yes
us.v10,.FP,func_8038A0E4,108,yes
us.v10,.FP,func_8038DEB8,124,yes
us.v10,.FP,func_8038C94C,84,yes
us.v10,.FP,func_80387038,100,yes
us.v10,.FP,func_8038D3B0,40,yes
us.v10,.FP,func_8038B2C8,212,yes
us.v10,.FP,func_80388000,284,yes
us.v10,.FP,func_803877A8,128,yes
us.v10,.FP,func_8038A888,8,yes
us.v10,.FP,FP_func_80386E30,124,yes
us.v10,.FP,func_80387828,84,yes
us.v10,.FP,FP_func_80386920,220,yes
us.v10,.FP,func_80388F54,60,yes
us.v10,.FP,FP_func_80386FE0,88,yes
us.v10,.FP,func_80390B70,108,yes
us.v10,.FP,func_80387754,12,yes
us.v10,.FP,func_8038D5C8,256,yes
us.v10,.FP,func_80387EE4,284,yes
us.v10,.FP,func_80390D58,288,yes
us.v10,.FP,func_80390E78,56,yes
us.v10,.FP,func_80390290,164,yes
us.v10,.FP,func_803883E0,276,yes
us.v10,.FP,func_8038EC34,40,yes
us.v10,.FP,func_8038C398,144,yes
us.v10,.FP,FP_func_80386CF8,308,yes
us.v10,.FP,func_80388FE8,244,yes
us.v10,.FP,func_8038FF00,84,yes
us.v10,.FP,func_8038F274,68,yes
us.v10,.FP,FP_func_8038BA88,388,yes
us.v10,.FP,func_80391040,320,yes
us.v10,.FP,func_8038A384,1124,yes
us.v10,.FP,func_8038F144,200,yes
us.v10,.FP,func_8038A978,24,yes
us.v10,.FP,func_8038B544,608,yes
us.v10,.FP,func_8038AB40,24,yes
us.v10,.FP,FP_func_80391324,1056,yes
us.v10,.FP,func_8038BC0C,532,yes
us.v10,.FP,FP_func_80391254,152,yes
us.v10,.FP,func_8038BE20,384,yes
us.v10,.FP,func_8038DD70,88,yes
us.v10,.FP,func_8038E720,84,yes
us.v10,.FP,func_8038A274,164,yes
us.v10,.FP,func_8039195C,56,yes
us.v10,.FP,func_8038F528,56,yes
us.v10,.FP,func_8038B034,64,yes
us.v10,.FP,func_8038794C,1152,yes
us.v10,.FP,func_80388A94,132,yes
us.v10,.FP,func_8038AC20,112,yes
us.v10,.FP,func_8038D51C,172,yes
us.v10,.FP,func_8038ABDC,68,yes
us.v10,.FP,func_8038709C,120,yes
us.v10,.FP,func_803869FC,168,yes
us.v10,.FP,FP_func_8038A9C0,152,yes
us.v10,.FP,func_8038C1F8,104,yes
us.v10,.FP,func_80387DD0,276,yes
us.v10,.FP,func_80390BDC,144,yes
us.v10,.FP,func_8038E774,88,yes
us.v10,.FP,func_803895E0,284,yes
us.v10,.FP,func_8038774C,8,yes
us.v10,.FP,func_8038B410,308,yes
us.v10,.FP,func_8038F2B8,56,yes
us.v10,.FP,func_803890DC,776,yes
us.v10,.FP,func_8038A990,36,yes
us.v10,.FP,func_8038E040,84,yes
us.v10,.FP,func_8038BFA0,72,yes
us.v10,.FP,func_80386FB4,44,yes
us.v10,.FP,FP_func_803888E4,364,yes
us.v10,.FP,func_8038AEA0,64,yes
us.v10,.FP,func_8039180C,136,yes
us.v10,.FP,func_8038DD14,32,yes
us.v10,.FP,FP_func_8038AB60,124,yes
us.v10,.FP,func_8038B9C8,192,yes
us.v10,.FP,func_8038A1F0,132,yes
us.v10,.FP,func_8038C098,12,yes
us.v10,.FP,func_803884F4,144,yes
us.v10,.FP,func_8038E7CC,116,yes
us.v10,.FP,func_8038AE14,140,yes
us.v10,.FP,func_8038A318,108,yes
us.v10,.FP,func_80390A30,140,yes
us.v10,.FP,func_80388F90,88,yes
us.v10,.FP,func_803876A4,84,yes
us.v10,.FP,func_8038B0F8,56,yes
us.v10,.FP,func_80390ABC,112,yes
us.v10,.FP,func_8038C0B0,328,yes
us.v10,.FP,func_8038D41C,88,yes
us.v10,.FP,func_80387760,72,yes
us.v10,.FP,func_8038BFE8,176,yes
us.v10,.FP,func_80386EAC,72,yes
us.v10,.FP,func_8038B268,96,yes
us.v10,.FP,func_8038B9B0,12,yes
us.v10,.FP,func_8038655C,212,yes
us.v10,.FP,func_80388584,432,yes
us.v10,.FP,func_8038D170,152,yes
us.v10,.FP,func_8038C8F0,92,yes
us.v10,.FP,func_8038AA58,8,yes
us.v10,.FP,func_80388B18,368,yes
us.v10,.FP,func_80390630,704,yes
us.v10,.FP,FP_func_803863F0,260,yes
us.v10,.FP,func_8038B9BC,12,yes
us.v10,.FP,func_8038B00C,40,yes
us.v10,.FP,func_80386F84,48,yes
us.v10,.FP,func_8038B8B0,128,yes
us.v10,.FP,FP_func_80386EF4,72,yes
us.v10,.FP,func_8038B930,128,yes
us.v10,.FP,func_80388A50,68,yes
us.v10,.FP,func_8038D474,168,yes
us.v10,.FP,FP_func_8038F758,84,yes
us.v10,.FP,func_803912EC,56,yes
us.v10,.FP,FP_func_8038F7AC,1876,yes
us.v10,.FP,func_8038AC90,340,yes
us.v10,.FP,func_8038B8A8,8,yes
us.v10,.FP,func_8038B39C,116,yes
us.v10,.FP,func_8038F454,212,yes
us.v10,.FP,func_8038C428,752,no
us.v10,.FP,func_80386630,396,yes
us.v10,.FP,func_8038A890,232,yes
us.v10,.FP,func_8038B130,96,yes
us.v10,.FP,FP_func_8038CED0,132,yes
us.v10,.FP,func_8038CF54,200,yes
us.v10,.FP,func_803876F8,84,yes
us.v10,.FP,func_803864F4,104,yes
us.v10,.FP,func_8038F2F0,64,yes
us.v10,.FP,func_8038F3C4,48,yes
us.v10,.FP,func_8038E840,256,yes
us.v10,.FP,func_803908F0,84,yes
us.v10,.FP,func_8038F598,60,yes
us.v10,.FP,func_8038DE40,56,yes
us.v10,.FP,func_8038DE78,64,yes
us.v10,.FP,func_8038F5D4,240,yes
us.v10,.FP,func_8038E940,656,yes
us.v10,.FP,func_8038A150,80,yes
us.v10,.FP,func_80386F3C,72,yes
us.v10,.FP,FP_func_8038B0B8,64,yes
us.v10,.FP,func_8038F3A0,36,yes
us.v10,.FP,func_8038AEE0,300,yes
us.v10,.FP,FP_func_8038F6C4,148,yes
us.v10,.FP,func_8038EBD0,100,yes
us.v10,.FP,func_8038D208,140,yes
us.v10,.FP,func_8038B1C4,12,yes
us.v10,.FP,func_80390FC0,128,yes
us.v10,.FP,func_803893E4,508,yes
us.v10,.FP,func_80386AA4,220,yes
us.v10,.FP,func_803905B0,124,yes
us.v10,.FP,func_8038D01C,140,yes
us.v10,.FP,func_803896FC,2464,yes
us.v10,.FP,func_80390C70,232,yes
us.v10,.FP,func_8038C9A0,1316,yes
us.v10,.FP,func_803868C0,96,yes
us.v10,.FP,func_8038A7F0,152,yes
us.v10,.FP,func_80388EE8,100,yes
us.v10,.FP,func_80391894,32,yes
us.v10,.FP,func_803881AC,556,yes
us.v10,.FP,func_8038C260,312,yes
us.v10,.FP,func_8038F330,112,yes
us.v10,.FP,func_8038787C,208,yes
us.v10,.FP,func_8038B190,52,yes
us.v10,.FP,func_80390EB0,260,yes
us.v10,.FP,func_8038ECD8,1036,yes
us.v10,.FP,func_8038811C,144,yes
us.v10,.FP,func_8038C718,300,yes
us.v10,.FP,func_80390B2C,68,yes
us.v10,.FP,func_8038DE08,56,yes
version,section,function,length,matching
us.v10,.lair,func_803917B0,44,yes
us.v10,.lair,func_803896D4,32,yes
us.v10,.lair,func_8038D670,1636,yes
us.v10,.lair,func_8038E800,360,yes
us.v10,.lair,func_803897D4,88,yes
us.v10,.lair,lair_func_8038C2C0,20,yes
us.v10,.lair,func_8038D0BC,176,yes
us.v10,.lair,func_80390890,260,yes
us.v10,.lair,func_80390084,88,yes
us.v10,.lair,func_8038F1EC,100,yes
us.v10,.lair,lair_func_8038A0C4,1476,yes
us.v10,.lair,lair_func_80388278,56,yes
us.v10,.lair,func_80392690,112,yes
us.v10,.lair,func_8038D48C,48,yes
us.v10,.lair,func_803925B0,96,yes
us.v10,.lair,func_8038AC7C,324,yes
us.v10,.lair,lair_func_8038E768,92,yes
us.v10,.lair,func_803866D8,168,yes
us.v10,.lair,func_803867A8,1400,yes
us.v10,.lair,lair_func_803894B0,548,yes
us.v10,.lair,lair_func_8038C370,48,yes
us.v10,.lair,func_803916BC,244,yes
us.v10,.lair,func_80389D08,264,yes
us.v10,.lair,func_8038ED88,52,yes
us.v10,.lair,lair_func_803863F0,192,yes
us.v10,.lair,func_8038D5A0,108,yes
us.v10,.lair,func_80388404,76,yes
us.v10,.lair,func_8038EB84,16,yes
us.v10,.lair,func_80389FF4,32,yes
us.v10,.lair,func_80390560,108,yes
us.v10,.lair,func_80390030,84,yes
us.v10,.lair,func_803905CC,212,yes
us.v10,.lair,func_8038E7C4,60,yes
us.v10,.lair,func_80387F1C,92,yes
us.v10,.lair,func_80389E10,408,yes
us.v10,.lair,func_80392B6C,312,yes
us.v10,.lair,func_80389734,40,yes
us.v10,.lair,lair_func_803864B0,160,yes
us.v10,.lair,func_8038A96C,548,yes
us.v10,.lair,func_8038982C,108,yes
us.v10,.lair,func_80388450,212,yes
us.v10,.lair,func_8038EDBC,412,yes
us.v10,.lair,func_8038EBEC,168,yes
us.v10,.lair,func_8038F0EC,256,yes
us.v10,.lair,func_8038ADC0,48,yes
us.v10,.lair,lair_func_803900DC,16,yes
us.v10,.lair,func_80391FC0,84,yes
us.v10,.lair,func_803897AC,40,yes
us.v10,.lair,lair_func_8038CD48,184,yes
us.v10,.lair,func_8038DDAC,136,yes
us.v10,.lair,func_8038EFD8,160,yes
us.v10,.lair,func_8038EA68,108,yes
us.v10,.lair,func_8038ECA8,84,yes
us.v10,.lair,func_8038A730,308,yes
us.v10,.lair,func_80390174,216,yes
us.v10,.lair,func_8038EB94,88,yes
us.v10,.lair,lair_func_8038C6BC,228,yes
us.v10,.lair,func_80390298,32,yes
us.v10,.lair,func_80392918,396,yes
us.v10,.lair,func_80389934,376,yes
us.v10,.lair,func_8038EB58,44,yes
us.v10,.lair,func_8039217C,1068,yes
us.v10,.lair,func_80386D20,32,yes
us.v10,.lair,lair_func_80391254,296,yes
us.v10,.lair,func_80390D3C,236,yes
us.v10,.lair,func_8038A014,32,yes
us.v10,.lair,func_8038A6EC,24,yes
us.v10,.lair,func_80389784,40,yes
us.v10,.lair,func_8038D548,88,yes
us.v10,.lair,func_8038BADC,228,yes
us.v10,.lair,lair_func_80389204,436,yes
us.v10,.lair,func_8038664C,140,yes
us.v10,.lair,func_8038A0A4,32,yes
us.v10,.lair,func_80390158,28,yes
us.v10,.lair,func_8038D4BC,140,yes
us.v10,.lair,func_8038B898,404,yes
us.v10,.lair,func_803896F4,32,yes
us.v10,.lair,func_80386780,40,yes
us.v10,.lair,func_8038A6DC,16,yes
us.v10,.lair,func_8038D1E4,432,yes
us.v10,.lair,func_8038AB90,236,yes
us.v10,.lair,func_8038C9D0,576,yes
us.v10,.lair,func_8038A064,32,yes
us.v10,.lair,func_80388FC8,572,yes
us.v10,.lair,func_80389898,156,yes
us.v10,.lair,func_803870DC,1156,yes
us.v10,.lair,func_80387E94,136,yes
us.v10,.lair,func_8038CC10,140,yes
us.v10,.lair,func_8038DE34,392,yes
us.v10,.lair,func_80386D40,56,yes
us.v10,.lair,func_80391160,244,yes
us.v10,.lair,func_80391810,724,yes
us.v10,.lair,func_80392700,536,yes
us.v10,.lair,func_8038E070,64,yes
us.v10,.lair,func_8038C3A0,536,yes
us.v10,.lair,func_8038EF58,128,yes
us.v10,.lair,func_803893B8,248,yes
us.v10,.lair,func_80392664,44,yes
us.v10,.lair,func_803900EC,108,yes
us.v10,.lair,func_803875F0,320,yes
us.v10,.lair,func_80387F78,324,yes
us.v10,.lair,func_8038BA30,88,yes
us.v10,.lair,func_8038CCEC,92,yes
us.v10,.lair,func_8038D60C,100,yes
us.v10,.lair,lair_func_8038E0B0,1720,yes
us.v10,.lair,func_8038D1BC,40,yes
us.v10,.lair,lair_func_8038F924,1800,yes
us.v10,.lair,func_8038975C,40,yes
us.v10,.lair,func_8038F350,1200,yes
us.v10,.lair,func_80389AAC,604,yes
us.v10,.lair,func_80389714,32,yes
us.v10,.lair,func_80391AE4,32,yes
us.v10,.lair,func_803880BC,400,yes
us.v10,.lair,func_80391B04,932,yes
us.v10,.lair,func_8038ED10,120,yes
us.v10,.lair,func_80387730,1656,yes
us.v10,.lair,func_8038A690,76,yes
us.v10,.lair,func_8038F0C0,44,yes
us.v10,.lair,func_8038D3F0,156,yes
us.v10,.lair,func_8038D0AC,16,yes
us.v10,.lair,lair_func_8038CC9C,80,yes
us.v10,.lair,func_8038D394,92,yes
us.v10,.lair,func_8038DFBC,180,yes
us.v10,.lair,func_80390C00,180,yes
us.v10,.lair,func_80392610,84,yes
us.v10,.lair,lair_func_80387560,144,yes
us.v10,.lair,lair_func_80386550,252,yes
us.v10,.lair,func_8038ECFC,20,yes
us.v10,.lair,lair_func_8038BA88,84,yes
us.v10,.lair,lair_func_8038C640,124,yes
us.v10,.lair,func_8038EA10,88,yes
us.v10,.lair,func_803917DC,52,yes
us.v10,.lair,func_8038EC94,20,yes
us.v10,.lair,lair_func_8038A864,264,yes
us.v10,.lair,func_8038A704,44,yes
us.v10,.lair,func_8038DCD4,216,yes
us.v10,.lair,lair_func_8038C5B8,88,yes
us.v10,.lair,func_8038A034,48,yes
us.v10,.lair,func_8038BC24,204,yes
us.v10,.lair,func_8038EB24,52,yes
us.v10,.lair,func_80390820,108,yes
us.v10,.lair,func_8039144C,344,yes
us.v10,.lair,func_8038D16C,80,yes
us.v10,.lair,func_80390CB4,136,yes
us.v10,.lair,lair_func_8038F894,144,yes
us.v10,.lair,func_803882B0,340,yes
us.v10,.lair,func_80392AB0,68,yes
us.v10,.lair,func_80388524,2724,yes
us.v10,.lair,func_8039137C,208,yes
us.v10,.lair,func_80392014,204,yes
us.v10,.lair,func_8038E9A4,108,yes
us.v10,.lair,func_80389FA8,76,yes
us.v10,.lair,func_8038CE28,240,yes
us.v10,.lair,func_8038F078,72,yes
us.v10,.lair,lair_func_8038ADF0,60,yes
us.v10,.lair,lair_func_8038C338,56,yes
us.v10,.lair,func_80387DA8,236,yes
us.v10,.lair,func_803915A4,280,yes
us.v10,.lair,func_803906A0,376,yes
us.v10,.lair,func_80386D78,868,yes
us.v10,.lair,func_8039024C,76,yes
us.v10,.lair,lair_func_8038C610,48,yes
us.v10,.lair,func_8038F250,256,yes
us.v10,.lair,func_80390E28,812,yes
us.v10,.lair,func_803902B8,676,yes
us.v10,.lair,func_80390994,340,yes
us.v10,.lair,lair_func_8038F800,148,yes
us.v10,.lair,func_8038CE00,40,yes
us.v10,.lair,func_8038824C,44,yes
us.v10,.lair,lair_func_8038A084,32,yes
us.v10,.lair,func_803920E0,156,yes
us.v10,.lair,func_80392B1C,80,yes
us.v10,.lair,func_80390AE8,276,yes
us.v10,.lair,func_8038AE2C,2668,yes
us.v10,.lair,func_8038E968,60,yes
us.v10,.lair,lair_func_8038CF18,404,yes
us.v10,.lair,func_8038EAE0,68,yes
us.v10,.lair,func_8038BCF0,1480,yes
us.v10,.lair,func_8038C7A0,560,yes
us.v10,.lair,func_80391EA8,276,yes
us.v10,.lair,func_8038BBC0,100,yes
us.v10,.lair,func_80392AF4,40,yes
us.v10,.lair,func_8038C2D4,100,yes
version,section,function,length,matching
us.v10,.GV,func_8038E460,124,yes
us.v10,.GV,func_80390218,48,yes
us.v10,.GV,func_8038E97C,452,yes
us.v10,.GV,func_8038C748,16,yes
us.v10,.GV,func_8038CC98,1744,yes
us.v10,.GV,__chmazectrl_markerSetState,44,yes
us.v10,.GV,func_8038A948,120,yes
us.v10,.GV,func_80387360,12,yes
us.v10,.GV,func_80390138,100,yes
us.v10,.GV,func_8038D450,44,yes
us.v10,.GV,func_803901A0,80,yes
us.v10,.GV,GV_func_803863F0,48,yes
us.v10,.GV,func_80389144,392,yes
us.v10,.GV,func_8038D388,36,yes
us.v10,.GV,func_8039040C,156,yes
us.v10,.GV,func_8038BA08,156,yes
us.v10,.GV,GV_func_80387118,48,yes
us.v10,.GV,chgobirope_setState,224,yes
us.v10,.GV,func_8038F130,36,yes
us.v10,.GV,func_803904A8,976,yes
us.v10,.GV,__chgobi2_80387EFC,68,yes
us.v10,.GV,func_80388D78,12,yes
us.v10,.GV,func_803879D4,44,yes
us.v10,.GV,__chgobi2_ow,96,yes
us.v10,.GV,func_8038DB64,12,yes
us.v10,.GV,func_8038B08C,48,yes
us.v10,.GV,func_8038D3AC,160,yes
us.v10,.GV,func_8038E408,40,yes
us.v10,.GV,func_8038957C,184,yes
us.v10,.GV,func_803892D0,188,yes
us.v10,.GV,func_8038BAA4,128,yes
us.v10,.GV,func_8038A8CC,124,yes
us.v10,.GV,func_80387984,40,yes
us.v10,.GV,func_80388D84,68,yes
us.v10,.GV,func_8038E184,8,yes
us.v10,.GV,GV_func_80389EA8,88,yes
us.v10,.GV,func_8038ABD8,276,yes
us.v10,.GV,func_80387408,1368,yes
us.v10,.GV,func_8038B124,2096,yes
us.v10,.GV,func_80389ABC,96,yes
us.v10,.GV,func_8038B988,128,yes
us.v10,.GV,func_80386620,364,yes
us.v10,.GV,func_80389050,244,yes
us.v10,.GV,__chgobi2_spawnJIggy,40,yes
us.v10,.GV,func_8038A31C,1144,yes
us.v10,.GV,func_8038ACEC,272,yes
us.v10,.GV,chgobirope_update,380,yes
us.v10,.GV,func_80387354,12,yes
us.v10,.GV,GV_func_8038F154,876,yes
us.v10,.GV,func_8038C880,32,yes
us.v10,.GV,func_803867F4,92,yes
us.v10,.GV,func_8038E2FC,72,yes
us.v10,.GV,GV_func_8038DB0C,64,yes
us.v10,.GV,chgobi3_draw,100,yes
us.v10,.GV,chKazooieDoor_update,532,yes
us.v10,.GV,GV_func_8038C5BC,12,yes
us.v10,.GV,func_80388270,40,yes
us.v10,.GV,func_8038DB70,24,yes
us.v10,.GV,func_8038FD8C,460,yes
us.v10,.GV,func_8038BD8C,276,yes
us.v10,.GV,func_8038F028,228,yes
us.v10,.GV,func_8038D920,248,yes
us.v10,.GV,func_803882F0,324,yes
us.v10,.GV,func_8038E344,104,yes
us.v10,.GV,chancientone_update,1456,yes
us.v10,.GV,func_80388B20,260,yes
us.v10,.GV,chtoots_update,344,yes
us.v10,.GV,func_8038FC50,164,yes
us.v10,.GV,func_80389F5C,64,yes
us.v10,.GV,__chmazectrl_setState,936,yes
us.v10,.GV,GV_func_80387A00,44,yes
us.v10,.GV,func_8038BC7C,272,yes
us.v10,.GV,GV_func_80387150,416,yes
us.v10,.GV,func_80390248,40,yes
us.v10,.GV,GV_func_8038BEA0,1820,yes
us.v10,.GV,func_8038ADFC,276,yes
us.v10,.GV,func_8038F520,76,yes
us.v10,.GV,func_8038D47C,1188,yes
us.v10,.GV,func_80389B1C,884,yes
us.v10,.GV,func_8038FCF4,92,yes
us.v10,.GV,func_8038FF60,8,yes
us.v10,.GV,GV_func_8038A084,244,yes
us.v10,.GV,func_8038E18C,16,yes
us.v10,.GV,func_8038E3B0,48,yes
us.v10,.GV,func_8038A180,228,yes
us.v10,.GV,func_8038E140,56,yes
us.v10,.GV,func_80389A20,64,yes
us.v10,.GV,func_80389634,644,yes
us.v10,.GV,func_803898B8,356,yes
us.v10,.GV,func_8038DB58,12,yes
us.v10,.GV,func_8038A314,8,yes
us.v10,.GV,func_80389518,100,yes
us.v10,.GV,chgobi3_ow,120,yes
us.v10,.GV,func_8038FD50,60,yes
us.v10,.GV,func_803865F8,16,yes
us.v10,.GV,GV_func_803894B0,104,yes
us.v10,.GV,func_80386464,44,yes
us.v10,.GV,func_8038AB30,168,yes
us.v10,.GV,func_8038DB4C,12,yes
us.v10,.GV,chgobi3_update,424,yes
us.v10,.GV,func_8038BBFC,128,yes
us.v10,.GV,func_8038A264,92,yes
us.v10,.GV,func_8038736C,68,yes
us.v10,.GV,func_8038DB88,84,yes
us.v10,.GV,func_8038DBDC,1380,yes
us.v10,.GV,func_8038BB6C,144,yes
us.v10,.GV,func_80390100,56,yes
us.v10,.GV,func_80390000,248,yes
us.v10,.GV,func_8038FFF4,8,yes
us.v10,.GV,func_8038C8A0,928,yes
us.v10,.GV,chgobi2_update,716,yes
us.v10,.GV,GV_func_80388F70,224,yes
us.v10,.GV,chmazectrl_update,636,yes
us.v10,.GV,func_8038F4C0,92,yes
us.v10,.GV,func_803901F0,40,yes
us.v10,.GV,chgobi2_draw,332,yes
us.v10,.GV,func_8038C760,288,yes
us.v10,.GV,chHoneycombSwitch_update,80,yes
us.v10,.GV,func_8038FF68,140,yes
us.v10,.GV,chgobi2_setState,656,yes
us.v10,.GV,GV_func_80389E90,24,yes
us.v10,.GV,GV_func_80387960,36,yes
us.v10,.GV,func_80390270,380,yes
us.v10,.GV,func_80389A60,92,yes
us.v10,.GV,func_803903EC,32,yes
us.v10,.GV,func_8038F004,36,yes
us.v10,.GV,__chmazectrl_8038F5E4,68,yes
us.v10,.GV,func_803867CC,40,yes
us.v10,.GV,func_8038BB24,72,yes
us.v10,.GV,chKazooieTarget_update,200,yes
us.v10,.GV,func_803908C4,296,yes
us.v10,.GV,func_8038AFF4,152,yes
us.v10,.GV,func_803909EC,8,yes
us.v10,.GV,func_8038D370,24,yes
us.v10,.GV,func_80388C64,276,yes
us.v10,.GV,func_8038CC40,88,yes
us.v10,.GV,func_803865E8,16,yes
us.v10,.GV,GV_func_8038C5D0,136,yes
us.v10,.GV,func_803873B0,88,yes
us.v10,.GV,func_8038B0BC,104,yes
us.v10,.GV,func_8038AF78,124,yes
us.v10,.GV,func_8038E648,716,yes
us.v10,.GV,func_803909F4,160,yes
us.v10,.GV,func_8038E1A8,340,yes
us.v10,.GV,func_80386608,12,yes
us.v10,.GV,GV_func_80386420,68,yes
us.v10,.GV,chSunSwitch_update,188,yes
us.v10,.GV,func_8038AF10,104,yes
us.v10,.GV,func_8038A860,108,yes
us.v10,.GV,func_8038A2C0,84,yes
us.v10,.GV,func_8038B960,40,yes
us.v10,.GV,GV_func_8038C658,240,yes
us.v10,.GV,func_80390880,68,yes
us.v10,.GV,chgobi3_setState,520,yes
us.v10,.GV,func_80389FA0,228,yes
us.v10,.GV,func_8038E178,12,yes
us.v10,.GV,func_8038E914,104,yes
us.v10,.GV,func_8038F10C,36,yes
us.v10,.GV,GV_func_8038A9C0,368,yes
us.v10,.GV,func_80387A2C,244,yes
us.v10,.GV,func_803900F8,8,yes
us.v10,.GV,func_80388DC8,412,yes
us.v10,.GV,func_8038F56C,76,yes
us.v10,.GV,func_8038678C,64,yes
us.v10,.GV,func_8038938C,280,yes
us.v10,.GV,func_8038E4DC,364,yes
us.v10,.GV,chancientone_draw,680,yes
us.v10,.GV,func_8038E430,48,yes
us.v10,.GV,func_8038E3E0,40,yes
us.v10,.GV,chStarSwitch_update,180,yes
us.v10,.GV,func_80388298,88,yes
us.v10,.GV,func_8038DA18,244,yes
us.v10,.GV,chgobi1_draw,100,yes
us.v10,.GV,func_8038A7A0,192,yes
us.v10,.GV,func_80386850,112,yes
us.v10,.GV,func_80390A94,312,yes
us.v10,.GV,func_80388C24,64,yes
us.v10,.GV,func_8038E1A0,8,yes
us.v10,.GV,func_8038EF14,40,yes
us.v10,.GV,func_80389F00,92,yes
version,section,function,length,matching
us.v10,.CCW,func_8038AD50,276,yes
us.v10,.CCW,func_80388590,104,yes
us.v10,.CCW,func_80388260,24,yes
us.v10,.CCW,func_803878A0,384,yes
us.v10,.CCW,chnabnut_setState,448,yes
us.v10,.CCW,CCW_func_80386550,116,yes
us.v10,.CCW,func_8038B6DC,312,yes
us.v10,.CCW,func_8038E060,104,yes
us.v10,.CCW,func_80389440,204,yes
us.v10,.CCW,func_80386840,60,yes
us.v10,.CCW,CCW_func_8038D510,204,yes
us.v10,.CCW,func_8038B4C0,204,yes
us.v10,.CCW,func_80388EF0,96,yes
us.v10,.CCW,chcaterpillar_setState,288,yes
us.v10,.CCW,func_80389BD8,36,yes
us.v10,.CCW,func_80386814,44,yes
us.v10,.CCW,func_803867C8,76,yes
us.v10,.CCW,CCW_func_8038C16C,532,yes
us.v10,.CCW,func_8038CA10,304,yes
us.v10,.CCW,func_8038D2B0,92,yes
us.v10,.CCW,func_8038AA8C,704,yes
us.v10,.CCW,func_80387F38,44,yes
us.v10,.CCW,func_803891B0,108,yes
us.v10,.CCW,CCW_func_80387A20,32,yes
us.v10,.CCW,func_8038EA60,116,yes
us.v10,.CCW,func_80388F50,132,yes
us.v10,.CCW,CCW_func_8038954C,168,yes
us.v10,.CCW,func_8038E56C,764,yes
us.v10,.CCW,func_8038D9E0,200,yes
us.v10,.CCW,func_80389798,32,yes
us.v10,.CCW,func_8038E0C8,880,yes
us.v10,.CCW,func_8038C380,156,yes
us.v10,.CCW,chwasp_update,1788,yes
us.v10,.CCW,func_80388A70,48,yes
us.v10,.CCW,CCW_func_80388278,44,yes
us.v10,.CCW,func_8038B58C,132,yes
us.v10,.CCW,chwasp_setState,996,yes
us.v10,.CCW,func_8038A920,48,yes
us.v10,.CCW,func_8038E440,128,yes
us.v10,.CCW,func_8038C41C,432,yes
us.v10,.CCW,CCW_func_8038E034,44,yes
us.v10,.CCW,func_803895F4,268,yes
us.v10,.CCW,func_8038DFE0,84,yes
us.v10,.CCW,func_8038C0E8,132,yes
us.v10,.CCW,func_80388FD4,476,yes
us.v10,.CCW,func_80389268,472,yes
us.v10,.CCW,func_80389B24,180,yes
us.v10,.CCW,func_803865C4,48,yes
us.v10,.CCW,func_803897B8,876,yes
